Flareon,136,136,0,Fire,,Field,Field,Flash Fire,Guts,Quick Feet,110,130,60,65,65,95,1,Ember,1,Tail Whip,1,Growl,1,Tackle,1,Helping Hand,1,Double-Edge,1,Charm,1,Take Down,1,Baton Pass,1,Copycat,1,Swift,1,Covet,1,Bite,7,Sand Attack,10,Quick Attack,13,Smog,15,Baby-Doll Eyes,16,Fire Fang,19,Fire Spin,22,Flame Wheel,25,Lava Plume,28,Play Rough,31,Scary Face,34,Flamethrower,37,Close Combat,40,Last Resort,43,Flare Blitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roar,Toxic,Hidden Power,Sunny Day,Hyper Beam,Protect,Rain Dance,Iron Tail,Dig,Shadow Ball,Double Team,Flamethrower,Fire Blast,Facade,Rest,Attract,Overheat,Will-O-Wisp,Giga Impact,Rock Slide,Grass Knot,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flail,Curse,Tickle,Yawn,Detect,Double Kick,Mud-Slap,Wish,Charm,Fake Tears,Covet,Stored Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Mud-Slap,Laser Focus,Heal Bell,Swift,Scorching Sands,Heat Wave,Superpower,Zap Cannon,Last Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porygon,137,137,0,Normal,,Mineral,Mineral,Trace,Download,Analytic,65,60,70,85,75,40,1,Conversion,1,Tackle,1,Conversion 2,1,Magnet Rise,4,Sharpen,7,Psybeam,10,Agility,13,Recover,15,Thunder Shock,16,Charge Beam,19,Barrier,22,Recycle,25,Tri Attack,28,Discharge,29,Signal Beam,31,Lock-On,34,Magic Coat,37,Thunderbolt,40,Trick Room,43,Psychic,46,Zap Cannon,49,Hyper Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Sunny Day,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Solar Beam,Iron Tail,Thunderbolt,Thunder,Psychic,Shadow Ball,Double Team,Shock Wave,Aerial Ace,Thief,Wild Charge,Recycle,Giga Impact,Flash,Thunder Wave,Psych Up,Dazzling Gleam,Trick Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Ally Switch,Electroweb,Signal Beam,Wonder Room,Magnet Rise,Zen Headbutt,Magic Coat,Pain Split,Swift,Trick,Gravity,Icy Wind,Zap Cannon,Last Resort,Foul Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omanyte,138,138,0,Rock,Water,Water 1,Water 3,Swift Swim,Shell Armor,Weak Armor,35,40,100,90,55,35,1,Bind,1,Water Gun,1,Constrict,4,Withdraw,7,Leer,10,Sand Attack,10,Bite,13,Rollout,16,Mud Shot,19,Aurora Beam,22,Bubble Beam,25,Ancient Power,28,Protect,31,Muddy Water,34,Earth Power,35,Brine,37,Tickle,40,Power Gem,43,Rock Blast,46,Hydro Pump,50,Surf,55,Shell Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Hail,Ice Beam,Blizzard,Protect,Rain Dance,Double Team,Sandstorm,Rock Tomb,Attract,Thief,Brine,Scald,Rock Polish,Gyro Ball,Stealth Rock,Rock Slide,Surf,Rock Smash,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurora Beam,Bubble Beam,Haze,Knock Off,Reflect Type,Slam,Supersonic,Bite,Tickle,Spikes,Toxic Spikes,Muddy Water,Whirlpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bind,Rollout,Spikes,Ancient Power,Iron Defense,Dive,Icy Wind,Knock Off,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omastar,139,139,0,Rock,Water,Water 1,Water 3,Swift Swim,Shell Armor,Weak Armor,70,60,125,115,70,55,1,Crunch,1,Spike Cannon,1,Sand Attack,1,Knock Off,1,Bind,1,Toxic Spikes,1,Water Gun,1,Constrict,1,Spikes,4,Withdraw,7,Leer,10,Bite,13,Rollout,16,Mud Shot,19,Aurora Beam,22,Bubble Beam,25,Ancient Power,28,Protect,32,Muddy Water,35,Brine,36,Earth Power,40,Tickle,44,Power Gem,48,Rock Blast,52,Hydro Pump,56,Surf,63,Shell Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Hail,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Double Team,Sandstorm,Rock Tomb,Attract,Thief,Brine,Scald,Giga Impact,Rock Polish,Stone Edge,Gyro Ball,Stealth Rock,Rock Slide,Surf,Rock Smash,Waterfall,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurora Beam,Bubble Beam,Haze,Knock Off,Reflect Type,Slam,Supersonic,Bite,Tickle,Spikes,Toxic Spikes,Muddy Water,Whirlpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bind,Rollout,Spikes,Ancient Power,Iron Defense,Seismic Toss,Dive,Icy Wind,Knock Off,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabuto,140,140,0,Rock,Water,Water 1,Water 3,Swift Swim,Battle Armor,Weak Armor,30,80,90,55,45,55,1,Harden,1,Scratch,1,Leer,7,Absorb,10,Aqua Jet,13,Rollout,16,Mud Shot,19,Rock Slide,22,Sand Attack,25,Ancient Power,28,Endure,31,Waterfall,34,Knock Off,35,Brine,37,Mega Drain,40,Metal Sound,41,Protect,46,Leech Life,50,Liquidation,60,Stone Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Hail,Ice Beam,Blizzard,Protect,Rain Dance,Giga Drain,Dig,Double Team,Sandstorm,Rock Tomb,Aerial Ace,Attract,Thief,Brine,Scald,Rock Polish,Stone Edge,Stealth Rock,Rock Slide,Surf,Rock Smash,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurora Beam,Bubble Beam,Confuse Ray,Flail,Knock Off,Rapid Spin,Take Down,Mega Drain,Mud Shot,Icy Wind,Screech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Rollout,Mud-Slap,Ancient Power,Iron Defense,Dive,Leech Life,Icy Wind,Knock Off,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabutops,141,141,0,Rock,Water,Water 1,Water 3,Swift Swim,Battle Armor,Weak Armor,60,115,105,65,70,80,30,Slash,22,Sand Attack,1,Scratch,1,Harden,1,Rapid Spin,1,Feint,1,Leer,7,Absorb,10,Aqua Jet,13,Rollout,16,Mud Shot,19,Rock Slide,25,Ancient Power,28,Endure,30,Night Slash,32,Waterfall,35,Brine,36,Knock Off,40,Mega Drain,43,Protect,44,Metal Sound,52,Leech Life,56,Liquidation,60,Stone Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Hail,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Giga Drain,Dig,Brick Break,Double Team,Sandstorm,Rock Tomb,Aerial Ace,Attract,Thief,Brine,Scald,Giga Impact,Rock Polish,Stone Edge,Swords Dance,Stealth Rock,Rock Slide,X-Scissor,Cut,Surf,Rock Smash,Waterfall,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurora Beam,Bubble Beam,Confuse Ray,Flail,Knock Off,Rapid Spin,Take Down,Mega Drain,Mud Shot,Icy Wind,Screech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Rollout,Mud-Slap,Fury Cutter,Ancient Power,Iron Defense,Seismic Toss,Dive,Low Kick,Aqua Tail,Leech Life,Icy Wind,Superpower,Knock Off,Liquidation,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerodactyl,142,142,0,Rock,Flying,Flying,Flying,Rock Head,Pressure,Strong Jaw,80,105,65,60,75,130,1,Bite,1,Ice Fang,1,Fire Fang,1,Thunder Fang,1,Supersonic,1,Scary Face,9,Roar,13,Agility,17,Wing Attack,21,Ancient Power,25,Crunch,29,Rock Slide,33,Take Down,37,Dragon Claw,41,Iron Head,45,Earthquake,49,Stone Edge,53,Brave Bird,57,Hyper Beam,61,Giga Impact,65,Sky Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Claw,Roar,Toxic,Sunny Day,Taunt,Hyper Beam,Protect,Rain Dance,Iron Tail,Earthquake,Double Team,Flamethrower,Sandstorm,Fire Blast,Rock Tomb,Aerial Ace,Torment,Attract,Thief,Steel Wing,Roost,Endure,Dragon Pulse,Payback,Giga Impact,Rock Polish,Stone Edge,Stealth Rock,Rock Slide,Hyper Voice,Hurricane,Fly,Strength,Defog,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curse,Dragon Breath,Tailwind,Whirlwind,Wide Guard,Assurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Air Cutter,Dual Wingbeat,Laser Focus,Ancient Power,Ominous Wind,Sky Attack,Tailwind,Swift,Iron Head,Aqua Tail,Heat Wave,Twister,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snorlax,143,143,0,Normal,,Monster,Monster,Thick Fat,Immunity,Gluttony,160,110,65,65,110,30,1,Defense Curl,1,Tackle,1,Last Resort,1,Flail,1,Metronome,1,Screech,1,Swallow,1,Stockpile,1,Covet,1,Curse,9,Amnesia,12,Lick,15,Recycle,16,Bite,18,Yawn,21,Body Slam,24,Snore,24,Rest,26,Sleep Talk,27,Slack Off,30,Rollout,32,Heavy Slam,33,Zen Headbutt,36,Crunch,39,Block,40,High Horsepower,42,Belly Drum,44,Hammer Arm,45,Double-Edge,51,Giga Impact,52,Belch,55,Superpower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Water Pulse,Toxic,Hidden Power,Sunny Day,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Solar Beam,Thunderbolt,Thunder,Earthquake,Psychic,Shadow Ball,Brick Break,Double Team,Shock Wave,Flamethrower,Sandstorm,Fire Blast,Rock Tomb,Facade,Rest,Attract,Focus Blast,Fling,Recycle,Giga Impact,Rock Slide,Hyper Voice,Surf,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double-Edge,Curse,Fissure,Counter,Belch,Lick,Charm,Whirlwind,Zen Headbutt,After You,Self-Destruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,After You,Bulldoze,Rollout,Mud-Slap,Block,Self-Destruct,Uproar,Stomping Tantrum,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Zen Headbutt,Seed Bomb,Iron Head,Power-Up Punch,Icy Wind,Superpower,Zap Cannon,Last Resort,Outrage,Gunk Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Articuno,144,144,0,Ice,Flying,No Eggs,No Eggs,Pressure,Ice Body,Snow Warning,90,75,100,95,125,95,1,Mist,1,Gust,1,Powder Snow,1,Ice Shard,6,Mind Reader,10,Ancient Power,14,Agility,18,Icy Wind,22,Reflect,26,Hail,30,Tailwind,34,Ice Beam,35,Freeze-Dry,38,Blizzard,42,Roost,46,Hurricane,50,Aurora Veil,54,Sheer Cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Roar,Toxic,Hail,Sunny Day,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Double Team,Reflect,Sandstorm,Aerial Ace,Steel Wing,Roost,Endure,Giga Impact,Avalanche,Hurricane,U-turn,Fly,Defog,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Laser Focus,Signal Beam,Ancient Power,Ominous Wind,Sky Attack,Tailwind,Swift,Icy Wind,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapdos,145,145,0,Electric,Flying,No Eggs,No Eggs,Pressure,Static,Lightning Rod,90,90,85,125,90,100,1,Peck,1,Thunder Shock,1,Detect,6,Pluck,10,Ancient Power,14,Charge,18,Agility,22,Discharge,26,Rain Dance,30,Tailwind,34,Drill Peck,38,Thunder,42,Roost,46,Light Screen,50,Heat Wave,54,Zap Cannon,65,Magnetic Flux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roar,Toxic,Hail,Sunny Day,Hyper Beam,Light Screen,Protect,Rain Dance,Thunderbolt,Thunder,Double Team,Shock Wave,Sandstorm,Aerial Ace,Facade,Volt Switch,Steel Wing,Roost,Wild Charge,Endure,Giga Impact,Flash,Thunder Wave,Hurricane,U-turn,Fly,Defog,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Laser Focus,Signal Beam,Ancient Power,Ominous Wind,Sky Attack,Tailwind,Swift,Heat Wave,Zap Cannon,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moltres,146,146,0,Fire,Flying,No Eggs,No Eggs,Pressure,Flame Body,Competitive,90,100,90,125,85,90,1,Leer,1,Gust,1,Agility,1,Wing Attack,1,Ember,1,Fire Spin,6,Endure,10,Ancient Power,14,Flamethrower,18,Safeguard,22,Air Slash,26,Sunny Day,30,Incinerate,30,Heat Wave,34,Solar Beam,38,Sky Attack,42,Roost,46,Hurricane,50,Energy Ball,54,Overheat,65,Burn Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roar,Toxic,Sunny Day,Hyper Beam,Protect,Rain Dance,Safeguard,Solar Beam,Double Team,Flamethrower,Sandstorm,Fire Blast,Aerial Ace,Steel Wing,Overheat,Roost,Energy Ball,Endure,Will-O-Wisp,Giga Impact,Hurricane,U-turn,Fly,Defog,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Laser Focus,Ancient Power,Ominous Wind,Sky Attack,Tailwind,Swift,Scorching Sands,Heat Wave,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dratini,147,147,0,Dragon,,Water 1,Dragon,Marvel Scale,Shed Skin,Multiscale,41,64,45,50,50,50,1,Leer,1,Wrap,5,Twister,7,Thunder Wave,10,Dragon Breath,13,Aqua Jet,15,Dragon Tail,19,Slam,22,Agility,25,Dragon Pulse,28,Aqua Tail,31,Safeguard,34,Dragon Rush,37,Dragon Dance,40,Extreme Speed,43,Outrage,45,Rain Dance,46,Hyper Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Hail,Sunny Day,Ice Beam,Blizzard,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Iron Tail,Thunderbolt,Thunder,Double Team,Shock Wave,Flamethrower,Fire Blast,Attract,Dragon Pulse,Giga Impact,Thunder Wave,Surf,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aqua Jet,Dragon Breath,Extreme Speed,Mist,Supersonic,Haze,Dragon Dance,Dragon Rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bind,Swift,Aqua Tail,Icy Wind,Draco Meteor,Zap Cannon,Outrage,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonair,148,148,0,Dragon,,Water 1,Dragon,Marvel Scale,Shed Skin,Multiscale,61,84,65,70,70,70,1,Twister,1,Leer,1,Wrap,7,Thunder Wave,10,Dragon Breath,13,Aqua Jet,15,Dragon Tail,19,Slam,22,Agility,25,Dragon Pulse,28,Aqua Tail,32,Safeguard,36,Dragon Rush,40,Dragon Dance,44,Extreme Speed,48,Outrage,52,Hyper Beam,53,Rain Dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Hail,Sunny Day,Ice Beam,Blizzard,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Iron Tail,Thunderbolt,Thunder,Double Team,Shock Wave,Flamethrower,Fire Blast,Attract,Dragon Pulse,Giga Impact,Thunder Wave,Fly,Surf,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aqua Jet,Dragon Breath,Extreme Speed,Mist,Supersonic,Haze,Dragon Dance,Dragon Rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bind,Swift,Aqua Tail,Icy Wind,Draco Meteor,Zap Cannon,Outrage,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonite,149,149,0,Dragon,Flying,Water 1,Dragon,Marvel Scale,Shed Skin,Multiscale,91,134,95,100,100,80,60,Hurricane,1,Twister,1,Leer,1,Wrap,1,Thunder Punch,1,Fire Punch,55,Wing Attack,7,Thunder Wave,10,Dragon Breath,13,Aqua Jet,15,Dragon Tail,19,Slam,22,Agility,25,Dragon Pulse,28,Aqua Tail,32,Safeguard,36,Dragon Rush,40,Dragon Dance,44,Extreme Speed,48,Outrage,52,Hyper Beam,53,Rain Dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Dragon Claw,Water Pulse,Roar,Toxic,Hail,Sunny Day,Ice Beam,Blizzard,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Iron Tail,Thunderbolt,Thunder,Earthquake,Brick Break,Double Team,Shock Wave,Flamethrower,Sandstorm,Fire Blast,Rock Tomb,Aerial Ace,Attract,Steel Wing,Roost,Focus Blast,Fling,Endure,Dragon Pulse,Giga Impact,Stone Edge,Thunder Wave,Rock Slide,Hyper Voice,Hurricane,Cut,Fly,Surf,Strength,Defog,Rock Smash,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aqua Jet,Dragon Breath,Extreme Speed,Mist,Supersonic,Haze,Dragon Dance,Dragon Rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bind,Bulldoze,Air Cutter,Mud-Slap,Dual Wingbeat,Fury Cutter,Ominous Wind,Fire Punch,Ice Punch,Thunder Punch,Dive,Tailwind,Swift,Iron Head,Aqua Tail,Power-Up Punch,Icy Wind,Heat Wave,Superpower,Draco Meteor,Zap Cannon,Outrage,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mewtwo,150,150,0,Psychic,,No Eggs,No Eggs,Pressure,Pressure,Unnerve,106,110,90,154,90,130,1,Safeguard,1,Confusion,1,Disable,1,Laser Focus,1,Life Dew,1,Teleport,6,Swift,8,Ancient Power,10,Future Sight,14,Psych Up,22,Psycho Cut,26,Power Swap,26,Guard Swap,30,Recover,34,Amnesia,38,Psychic,42,Mist,46,Barrier,50,Aura Sphere,72,Psystrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Water Pulse,Calm Mind,Toxic,Hail,Bulk Up,Sunny Day,Taunt,Ice Beam,Blizzard,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Solar Beam,Iron Tail,Thunderbolt,Thunder,Earthquake,Low Sweep,Psychic,Shadow Ball,Brick Break,Double Team,Reflect,Shock Wave,Flamethrower,Sandstorm,Fire Blast,Rock Tomb,Aerial Ace,Torment,Skill Swap,Focus Blast,Energy Ball,Fling,Wild Charge,Endure,Drain Punch,Will-O-Wisp,Nasty Plot,Recycle,Giga Impact,Flash,Stone Edge,Avalanche,Thunder Wave,Psych Up,Rock Slide,Hyper Voice,Poison Jab,Dazzling Gleam,Grass Knot,Hurricane,Trick Room,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Ally Switch,Mud-Slap,Laser Focus,Self-Destruct,Signal Beam,Fire Punch,Ice Punch,Thunder Punch,Magic Room,Wonder Room,Seismic Toss,Role Play,Zen Headbutt,Magic Coat,Swift,Low Kick,Trick,Aqua Tail,Gravity,Power-Up Punch,Icy Wind,Zap Cannon,Foul Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
