Name,PokemonID,MonsNo,FormNo,Type 1,Type 2,Egg Group 1,Egg Group 2,Ability1,Ability2,Ability3,HP,Attack,Defense,Special Attack,Special Defense,Speed,Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TM Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egg Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tutor Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onix,95,95,0,Rock,Ground,Mineral,Mineral,Rock Head,Sturdy,Weak Armor,35,45,160,30,45,70,1,Tackle,1,Harden,1,Bind,1,Rock Throw,4,Smack Down,8,Rock Polish,12,Dragon Breath,16,Curse,20,Rock Slide,24,Screech,28,Sand Tomb,32,Stealth Rock,36,Slam,40,Sandstorm,44,Dig,48,Iron Tail,52,Stone Edge,56,Double-Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roar,Sunny Day,Taunt,Protect,Iron Tail,Earthquake,Dig,Double Team,Sandstorm,Rock Tomb,Torment,Facade,Rest,Attract,Endure,Dragon Pulse,Explosion,Payback,Rock Polish,Stone Edge,Gyro Ball,Stealth Rock,Psych Up,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Flash Cannon,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flail,Block,Defense Curl,Wide Guard,Rollout,Dragon Tail,Head Smash,Rock Blast,Heavy Slam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bind,Bulldoze,Rollout,Mud-Slap,Block,Self-Destruct,Stomping Tantrum,Ancient Power,Iron Head,Scorching Sands,Twister,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drowzee,96,96,0,Psychic,,Human-Like,Human-Like,Insomnia,Forewarn,Inner Focus,60,48,45,43,90,42,1,Pound,37,Hypnosis,5,Disable,9,Confusion,13,Headbutt,17,Poison Gas,25,Psybeam,29,Mind Reader,33,Psych Up,41,Zen Headbutt,45,Swagger,49,Psychic,53,Nasty Plot,57,Psyshock,61,Future Sight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Calm Mind,Sunny Day,Taunt,Light Screen,Protect,Rain Dance,Safeguard,Dazzling Gleam,Low Sweep,Psychic,Shadow Ball,Brick Break,Double Team,Reflect,Torment,Facade,Rest,Attract,Thief,Skill Swap,Fling,Endure,Drain Punch,Nasty Plot,Recycle,Flash,Thunder Wave,Psych Up,Sleep Talk,Dream Eater,Grass Knot,Swagger,Substitute,Trick Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role Play,Fire Punch,Thunder Punch,Ice Punch,Flatter,Psycho Cut,Guard Swap,Power Split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Ally Switch,Signal Beam,Fire Punch,Ice Punch,Thunder Punch,Magic Room,Seismic Toss,Role Play,Zen Headbutt,Magic Coat,Low Kick,Trick,Power-Up Punch,Zap Cannon,Foul Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypno,97,97,0,Psychic,,Human-Like,Human-Like,Insomnia,Forewarn,Inner Focus,85,73,70,73,115,67,61,Future Sight,53,Nasty Plot,1,Switcheroo,1,Pound,37,Hypnosis,5,Disable,9,Confusion,13,Headbutt,17,Poison Gas,25,Psybeam,29,Mind Reader,33,Psych Up,41,Zen Headbutt,45,Swagger,49,Psychic,57,Psyshock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Calm Mind,Sunny Day,Taunt,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Dazzling Gleam,Low Sweep,Psychic,Shadow Ball,Brick Break,Double Team,Reflect,Torment,Facade,Rest,Attract,Thief,Skill Swap,Focus Blast,Fling,Endure,Drain Punch,Nasty Plot,Recycle,Giga Impact,Flash,Thunder Wave,Psych Up,Sleep Talk,Dream Eater,Grass Knot,Swagger,Substitute,Trick Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Ally Switch,Signal Beam,Fire Punch,Ice Punch,Thunder Punch,Magic Room,Seismic Toss,Role Play,Zen Headbutt,Magic Coat,Low Kick,Trick,Power-Up Punch,Zap Cannon,Foul Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krabby,98,98,0,Water,,Water 3,Water 3,Hyper Cutter,Shell Armor,Sheer Force,30,105,90,25,25,50,1,Water Gun,1,Leer,4,Harden,8,Metal Claw,12,Mud Shot,16,Protect,20,Bubble Beam,24,Stomp,29,Flail,32,Razor Shell,36,Slam,40,Swords Dance,44,Crabhammer,48,Guillotine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Hail,Ice Beam,Blizzard,Protect,Rain Dance,Dig,Brick Break,Double Team,Rock Tomb,Facade,Rest,Attract,Thief,Scald,False Swipe,Brine,Fling,Endure,Swords Dance,Rock Slide,X-Scissor,Sleep Talk,Swagger,Substitute,Cut,Surf,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knock Off,Ancient Power,Hammer Arm,Slash,Night Slash,Haze,Amnesia,Flail,Slam,Tickle,Agility,Ally Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Ally Switch,Mud-Slap,Fury Cutter,Ancient Power,Iron Defense,Dive,Icy Wind,Superpower,Knock Off,Liquidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingler,99,99,0,Water,,Water 3,Water 3,Hyper Cutter,Shell Armor,Sheer Force,55,130,115,50,50,75,1,Wide Guard,1,Hammer Arm,1,Water Gun,1,Leer,1,Harden,1,Metal Claw,12,Mud Shot,16,Protect,20,Bubble Beam,24,Stomp,31,Flail,36,Razor Shell,42,Slam,48,Swords Dance,54,Crabhammer,60,Guillotine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Hail,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Dig,Brick Break,Double Team,Rock Tomb,Facade,Rest,Attract,Thief,Scald,False Swipe,Brine,Fling,Endure,Giga Impact,Swords Dance,Rock Slide,X-Scissor,Sleep Talk,Swagger,Substitute,Cut,Surf,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Ally Switch,Mud-Slap,Fury Cutter,Stomping Tantrum,Ancient Power,Iron Defense,Dive,Icy Wind,Superpower,Knock Off,Liquidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voltorb,100,100,0,Electric,,Mineral,Mineral,Soundproof,Static,Aftermath,40,30,50,55,55,100,1,Charge,1,Tackle,4,Thunder Shock,6,Eerie Impulse,9,Spark,11,Rollout,13,Screech,16,Charge Beam,20,Swift,22,Electro Ball,26,Self-Destruct,29,Light Screen,34,Magnet Rise,37,Discharge,41,Explosion,46,Gyro Ball,48,Mirror Coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taunt,Light Screen,Protect,Rain Dance,Thunderbolt,Thunder,Double Team,Shock Wave,Torment,Facade,Volt Switch,Rest,Thief,Charge Beam,Endure,Explosion,Flash,Thunder Wave,Gyro Ball,Sleep Talk,Swagger,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Rollout,Self-Destruct,Signal Beam,Magnet Rise,Magic Coat,Swift,Sucker Punch,Zap Cannon,Foul Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrode,101,101,0,Electric,,Mineral,Mineral,Soundproof,Static,Aftermath,60,50,70,80,80,150,1,Magnetic Flux,1,Charge,1,Tackle,6,Eerie Impulse,4,Thunder Shock,9,Spark,11,Rollout,13,Screech,16,Charge Beam,20,Swift,22,Electro Ball,26,Self-Destruct,29,Light Screen,36,Magnet Rise,41,Discharge,47,Explosion,54,Gyro Ball,58,Mirror Coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taunt,Hyper Beam,Light Screen,Protect,Rain Dance,Thunderbolt,Thunder,Double Team,Shock Wave,Torment,Facade,Volt Switch,Rest,Thief,Charge Beam,Endure,Explosion,Giga Impact,Flash,Thunder Wave,Gyro Ball,Sleep Talk,Swagger,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Rollout,Self-Destruct,Signal Beam,Magnet Rise,Magic Coat,Swift,Sucker Punch,Zap Cannon,Foul Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeggcute,102,102,0,Grass,Psychic,Grass,Grass,Chlorophyll,Chlorophyll,Harvest,60,40,80,60,45,40,1,Absorb,1,Hypnosis,5,Reflect,10,Leech Seed,15,Mega Drain,20,Confusion,25,Synthesis,30,Bullet Seed,35,Giga Drain,40,Extrasensory,45,Uproar,50,Worry Seed,55,Solar Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bullet Seed,Sunny Day,Light Screen,Protect,Giga Drain,Solar Beam,Psychic,Double Team,Reflect,Sludge Bomb,Facade,Rest,Attract,Thief,Skill Swap,Energy Ball,Endure,Explosion,Flash,Swords Dance,Psych Up,Sleep Talk,Dream Eater,Grass Knot,Swagger,Substitute,Trick Room,Strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ancient Power,Block,Curse,Ingrain,Moonlight,Sleep Powder,Stun Spore,Poison Powder,Synthesis,Nature Power,Leaf Storm,Power Swap,Grassy Terrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Rollout,Worry Seed,Block,Self-Destruct,Uproar,Synthesis,Ancient Power,Seed Bomb,Gravity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeggutor,103,103,0,Grass,Psychic,Grass,Grass,Chlorophyll,Chlorophyll,Harvest,95,95,85,125,75,55,1,Stomp,1,Seed Bomb,1,Psyshock,1,Wood Hammer,1,Leaf Storm,1,Mega Drain,1,Confusion,1,Synthesis,1,Bullet Seed,1,Giga Drain,1,Extrasensory,1,Uproar,1,Worry Seed,1,Solar Beam,1,Absorb,1,Hypnosis,1,Reflect,1,Leech Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calm Mind,Bullet Seed,Sunny Day,Hyper Beam,Light Screen,Protect,Giga Drain,Solar Beam,Psychic,Double Team,Reflect,Sludge Bomb,Facade,Rest,Attract,Thief,Skill Swap,Energy Ball,Endure,Explosion,Giga Impact,Flash,Swords Dance,Psych Up,Sleep Talk,Bulldoze,Dream Eater,Grass Knot,Swagger,Substitute,Trick Room,Strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Rollout,Worry Seed,Block,Self-Destruct,Uproar,Stomping Tantrum,Synthesis,Ancient Power,Zen Headbutt,Seed Bomb,Low Kick,Gravity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cubone,104,104,0,Ground,,Monster,Monster,Rock Head,Lightning Rod,Battle Armor,50,50,95,40,50,35,1,Mud-Slap,1,Growl,4,Tail Whip,8,False Swipe,12,Headbutt,16,Retaliate,20,Fling,24,Stomping Tantrum,29,Bone Rush,32,Focus Energy,36,Endeavor,40,Bonemerang,44,Thrash,48,Double-Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Sunny Day,Ice Beam,Blizzard,Protect,Iron Tail,Earthquake,Dig,Brick Break,Double Team,Flamethrower,Sandstorm,Fire Blast,Rock Tomb,Aerial Ace,Facade,Rest,Attract,Thief,False Swipe,Fling,Endure,Swords Dance,Stealth Rock,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ancient Power,Belly Drum,Detect,Double Kick,Perish Song,Skull Bash,Curse,Leer,Screech,Iron Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Mud-Slap,Fury Cutter,Uproar,Fire Punch,Thunder Punch,Iron Defense,Seismic Toss,Low Kick,Iron Head,Scorching Sands,Power-Up Punch,Icy Wind,Knock Off,Endeavor,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marowak,105,105,0,Ground,,Monster,Monster,Rock Head,Lightning Rod,Battle Armor,60,80,110,50,80,45,1,Mud-Slap,1,Growl,1,Tail Whip,1,False Swipe,12,Headbutt,16,Retaliate,20,Fling,24,Stomping Tantrum,31,Bone Rush,36,Focus Energy,42,Endeavor,48,Bonemerang,54,Thrash,60,Double-Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Sunny Day,Ice Beam,Blizzard,Hyper Beam,Protect,Iron Tail,Earthquake,Dig,Brick Break,Double Team,Flamethrower,Sandstorm,Fire Blast,Rock Tomb,Aerial Ace,Facade,Rest,Attract,Thief,Focus Blast,False Swipe,Fling,Endure,Giga Impact,Stone Edge,Swords Dance,Stealth Rock,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Mud-Slap,Laser Focus,Fury Cutter,Uproar,Stomping Tantrum,Fire Punch,Thunder Punch,Iron Defense,Seismic Toss,Low Kick,Iron Head,Scorching Sands,Power-Up Punch,Icy Wind,Knock Off,Endeavor,Outrage,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitmonlee,106,106,0,Fighting,,Human-Like,Human-Like,Limber,Reckless,Unburden,50,120,53,35,110,87,1,Brick Break,1,Feint,1,Low Sweep,1,Tackle,1,Helping Hand,1,Fake Out,1,Focus Energy,4,Double Kick,8,Low Kick,12,Endure,16,Revenge,21,Wide Guard,24,Blaze Kick,28,Mind Reader,32,Mega Kick,36,Close Combat,40,Reversal,44,High Jump Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Bulk Up,Work Up,Sunny Day,Protect,Rain Dance,Earthquake,Low Sweep,Brick Break,Double Team,Rock Tomb,Facade,Rest,Attract,Thief,Focus Blast,Fling,Endure,Stone Edge,Rock Slide,Sleep Talk,Bulldoze,Poison Jab,Swagger,Substitute,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Covet,Bulldoze,Ally Switch,Mud-Slap,Laser Focus,Uproar,Stomping Tantrum,Seismic Toss,Bounce,Role Play,Swift,Low Kick,Vacuum Wave,Power-Up Punch,Superpower,Knock Off,Sucker Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitmonchan,107,107,0,Fighting,,Human-Like,Human-Like,Keen Eye,Iron Fist,Inner Focus,50,105,79,35,110,76,1,Drain Punch,1,Feint,1,Vacuum Wave,1,Bullet Punch,1,Tackle,1,Helping Hand,1,Fake Out,1,Focus Energy,4,Mach Punch,8,Power-Up Punch,12,Detect,16,Revenge,21,Quick Guard,24,Thunder Punch,24,Ice Punch,24,Fire Punch,28,Agility,32,Mega Punch,36,Close Combat,40,Counter,44,Focus Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Bulk Up,Work Up,Sunny Day,Protect,Rain Dance,Earthquake,Low Sweep,Brick Break,Double Team,Rock Tomb,Facade,Rest,Attract,Thief,Focus Blast,Fling,Endure,Drain Punch,Stone Edge,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Covet,Bulldoze,Ally Switch,Mud-Slap,Laser Focus,Uproar,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Role Play,Swift,Low Kick,Vacuum Wave,Power-Up Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lickitung,108,108,0,Normal,,Monster,Monster,Own Tempo,Oblivious,Cloud Nine,90,55,75,60,75,30,1,Lick,1,Defense Curl,6,Rollout,12,Supersonic,18,Wrap,24,Disable,30,Stomp,36,Knock Off,42,Screech,48,Slam,54,Power Whip,60,Belly Drum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Water Pulse,Work Up,Sunny Day,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Solar Beam,Iron Tail,Thunderbolt,Thunder,Earthquake,Dig,Shadow Ball,Brick Break,Double Team,Shock Wave,Flamethrower,Sandstorm,Fire Blast,Rock Tomb,Facade,Rest,Attract,Thief,Fling,Endure,Giga Impact,Swords Dance,Psych Up,Rock Slide,Sleep Talk,Bulldoze,Dream Eater,Swagger,Substitute,Cut,Surf,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belch,Curse,Hammer Arm,Thrash,Belly Drum,Body Slam,Snore,Amnesia,Muddy Water,Zen Headbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Bind,Bulldoze,Rollout,Mud-Slap,Stomping Tantrum,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Zen Headbutt,Aqua Tail,Power-Up Punch,Icy Wind,Knock Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koffing,109,109,0,Poison,,Amorphous,Amorphous,Levitate,Neutralizing Gas,Stench,40,65,95,60,45,35,1,Poison Gas,1,Tackle,4,Smog,8,Smokescreen,12,Clear Smog,16,Assurance,20,Sludge,24,Haze,28,Self-Destruct,32,Sludge Bomb,36,Toxic,40,Belch,44,Explosion,48,Memento,52,Destiny Bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Sunny Day,Taunt,Protect,Rain Dance,Thunderbolt,Thunder,Shadow Ball,Double Team,Shock Wave,Flamethrower,Sludge Bomb,Fire Blast,Torment,Facade,Rest,Attract,Thief,Endure,Will-O-Wisp,Explosion,Payback,Flash,Gyro Ball,Dark Pulse,Sleep Talk,Swagger,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psybeam,Pain Split,Grudge,Spite,Curse,Stockpile,Swallow,Spit Up,Screech,Destiny Bond,Toxic Spikes,Venom Drench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Rollout,Self-Destruct,Spite,Uproar,Pain Split,Zap Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weezing,110,110,0,Poison,,Amorphous,Amorphous,Levitate,Neutralizing Gas,Stench,65,90,120,85,70,60,1,Double Hit,1,Heat Wave,1,Poison Gas,1,Tackle,1,Smog,1,Smokescreen,12,Clear Smog,16,Assurance,20,Sludge,24,Haze,28,Self-Destruct,32,Sludge Bomb,38,Toxic,44,Belch,50,Explosion,56,Memento,62,Destiny Bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Sunny Day,Taunt,Hyper Beam,Protect,Rain Dance,Thunderbolt,Thunder,Shadow Ball,Double Team,Shock Wave,Flamethrower,Sludge Bomb,Fire Blast,Torment,Facade,Rest,Attract,Thief,Endure,Will-O-Wisp,Explosion,Payback,Giga Impact,Flash,Gyro Ball,Dark Pulse,Sleep Talk,Swagger,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Rollout,Self-Destruct,Spite,Uproar,Pain Split,Zap Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
